Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2019-04-24,511,1900-01-01 17:40:00,Wednesday,Bathurst Stn,Mechanical,6.0,12.0,S/B,4068.0
2019-04-24,501,1900-01-01 18:57:00,Wednesday,Lakeshore and Kipling,Mechanical,5.0,10.0,,4079.0
2019-04-24,506,1900-01-01 19:20:00,Wednesday,College & Bay.,Mechanical,5.0,11.0,W/B,4051.0
2019-04-24,501,1900-01-01 22:39:00,Wednesday,Queensway and Colburn lodge,Mechanical,30.0,38.0,E/B,4004.0
2019-04-25,509,1900-01-01 00:16:00,Thursday,CNE loop,Mechanical,10.0,20.0,E/B,4522.0
2019-04-25,501,1900-01-01 05:31:00,Thursday,Queen St. E and Greenwood Ave.,Held By,5.0,10.0,W/B,4085.0
2019-04-25,501,1900-01-01 05:34:00,Thursday,Queen St. E and Connaught Ave.,Mechanical,2.0,7.0,E/B,4164.0
2019-04-25,505,1900-01-01 06:15:00,Thursday,Wilson Garage,Mechanical,5.0,10.0,E/B,1210.0
2019-04-25,506,1900-01-01 07:21:00,Thursday,Jarvis and Carlton,Mechanical,6.0,12.0,E/B,4192.0
2019-04-25,506,1900-01-01 07:26:00,Thursday,Coxwell Ave. and Lower Gerrard,Mechanical,2.0,7.0,E/B,4108.0
2019-04-25,506,1900-01-01 08:08:00,Thursday,Parliament and Gerrard,Mechanical,6.0,12.0,W/B,4192.0
2019-04-25,512,1900-01-01 08:20:00,Thursday,St. Clair and Bathurst,Investigation,4.0,8.0,W/B,4423.0
2019-04-25,510,1900-01-01 09:57:00,Thursday,Spadina/Dundas,Mechanical,4.0,8.0,S/B,4503.0
2019-04-25,502,1900-01-01 10:09:00,Thursday,Queen and Simoce,Mechanical,10.0,20.0,E/B,3105.0
2019-04-25,506,1900-01-01 10:47:00,Thursday,Coxwell,Diversion,14.0,6.0,E/B,4117.0
2019-04-25,512,1900-01-01 10:50:00,Thursday,Gunns Loop,Investigation,35.0,39.0,E/B,4490.0
2019-04-25,510,1900-01-01 10:58:00,Thursday,Spadina/Lakeshore,Investigation,4.0,8.0,NBN,4442.0
2019-04-25,501,1900-01-01 12:28:00,Thursday,,Mechanical,6.0,12.0,W/B,4165.0
2019-04-25,504,1900-01-01 13:24:00,Thursday,Roncesvalles / Queen,Investigation,6.0,11.0,E/B,4538.0
2019-04-25,506,1900-01-01 13:53:00,Thursday,Gerrard and Pape,Held By,44.0,49.0,B/W,4124.0
2019-04-25,705,1900-01-01 14:11:00,Thursday,Queen and Jarvis,Investigation,17.0,21.0,E/B,7910.0
2019-04-25,501,1900-01-01 14:11:00,Thursday,Queen and Jarvis,Held By,17.0,21.0,E/B,4023.0
2019-04-25,504,1900-01-01 14:29:00,Thursday,Broadview and Queen,General Delay,8.0,7.0,B/W,4475.0
2019-04-25,501,1900-01-01 14:59:00,Thursday,Queen and Coxwell,Mechanical,5.0,9.0,W/B,4049.0
2019-04-25,505,1900-01-01 15:30:00,Thursday,broadview/gerrard,Investigation,4.0,8.0,W/B,1210.0
2019-04-25,505,1900-01-01 15:45:00,Thursday,dundas west station,Mechanical,4.0,8.0,E/B,1351.0
2019-04-25,503,1900-01-01 16:06:00,Thursday,Kingston / Queen,Mechanical,9.0,18.0,N/B,8567.0
2019-04-25,511,1900-01-01 16:10:00,Thursday,Bathurst & King,Investigation,6.0,12.0,S/B,1421.0
2019-04-25,511,1900-01-01 16:59:00,Thursday,Bathurst & King,Utilized Off Route,6.0,12.0,S/B,1120.0
2019-04-25,501,1900-01-01 17:31:00,Thursday,Queen and Jarvis,Diversion,40.0,45.0,W/B,4165.0
2019-04-25,805,1900-01-01 17:46:00,Thursday,Queen and Parliament,Investigation,1.0,1.0,W/B,4574.0
2019-04-25,501,1900-01-01 17:47:00,Thursday,Queen and Palmerston,Emergency Services,5.0,9.0,W/B,4021.0
2019-04-25,501,1900-01-01 19:28:00,Thursday,Lakeshore and Silver Moon,Investigation,3.0,13.0,W/B,4121.0
2019-04-25,501,1900-01-01 19:30:00,Thursday,Queen and Church,Mechanical,5.0,9.0,W/B,4024.0
2019-04-25,501,1900-01-01 20:35:00,Thursday,Humber Loop,Investigation,6.0,12.0,E/B,4165.0
2019-04-25,506,1900-01-01 21:11:00,Thursday,Clinton Street,Emergency Services,12.0,19.0,W/B,4191.0
2019-04-26,301,1900-01-01 02:52:00,Friday,Queen and Kingston Rd,Held By,65.0,74.0,E/B,4164.0
2019-04-26,301,1900-01-01 04:20:00,Friday,Queen and Empire,Mechanical,15.0,30.0,E/B,4010.0
2019-04-26,505,1900-01-01 05:13:00,Friday,Wilson Garage,Mechanical,4.0,8.0,S/B,1309.0
2019-04-26,501,1900-01-01 05:44:00,Friday,Queen St. E at Woodfield Rd,Mechanical,4.0,14.0,E/B,4081.0
2019-04-26,501,1900-01-01 05:49:00,Friday,Queen St. E at Greenwood Ave.,Mechanical,3.0,5.0,W/B,4074.0
2019-04-26,505,1900-01-01 06:25:00,Friday,Wilson garage,Mechanical,4.0,8.0,E/B,1382.0
2019-04-26,501,1900-01-01 06:31:00,Friday,Humber loop,Mechanical,7.0,14.0,W/B,4121.0
2019-04-26,506,1900-01-01 06:32:00,Friday,Coxwell Ave and Lower Gerrard St.,Mechanical,4.0,9.0,W/B,4089.0
2019-04-26,501,1900-01-01 07:13:00,Friday,Dufferin / Queen,Mechanical,6.0,12.0,E/B,4108.0
2019-04-26,506,1900-01-01 07:16:00,Friday,Main Station,Mechanical,4.0,8.0,E/B,4042.0
2019-04-26,506,1900-01-01 07:29:00,Friday,College Bathurst,Mechanical,4.0,8.0,E/B,4030.0
2019-04-26,715,1900-01-01 08:48:00,Friday,Dundas/Bathurst,Mechanical,1.0,1.0,W/B,7955.0
2019-04-26,501,1900-01-01 09:11:00,Friday,Jameson,Mechanical,6.0,12.0,E/B,4155.0
2019-04-26,512,1900-01-01 09:48:00,Friday,Lansdowne Loop,Investigation,4.0,8.0,W/B,4490.0
2019-04-26,504,1900-01-01 10:19:00,Friday,KING AND PARLIAMENT,Investigation,7.0,14.0,E/B,4530.0
2019-04-26,505,1900-01-01 10:36:00,Friday,Broadview station,Mechanical,6.0,12.0,W/B,8189.0
2019-04-26,505,1900-01-01 11:09:00,Friday,Broadview/Gerrard,Mechanical,4.0,8.0,N/B,8120.0
2019-04-26,512,1900-01-01 13:51:00,Friday,St clair/Bathurst,Late Leaving Garage,3.0,5.0,E/B,4496.0
2019-04-26,512,1900-01-01 13:55:00,Friday,Roncesvalles Yard - Track 13,Mechanical,8.0,0.0,N/B,4496.0
2019-04-26,506,1900-01-01 14:26:00,Friday,Main Stn,Mechanical,5.0,10.0,W/B,4066.0
2019-04-26,505,1900-01-01 14:34:00,Friday,Broadview Station,Mechanical,4.0,8.0,E/B,8439.0
2019-04-26,506,1900-01-01 14:34:00,Friday,College & Elizabeth.,Investigation,26.0,31.0,W/B,4189.0
2019-04-26,510,1900-01-01 15:08:00,Friday,Wilcocks and Spadina,Emergency Services,18.0,22.0,N/B,4426.0
2019-04-26,504,1900-01-01 15:22:00,Friday,St. Clair / Spadina,Investigation,7.0,12.0,E/B,4462.0
2019-04-26,506,1900-01-01 16:05:00,Friday,Gerradr & Coxwell,Mechanical,5.0,10.0,E/B,4103.0
2019-04-26,501,1900-01-01 16:22:00,Friday,Queen Street East Ontrario,Investigation,16.0,24.0,E/B,4146.0
2019-04-26,504,1900-01-01 16:25:00,Friday,Dundas W. Stn to Broadview Staion,General Delay,10.0,16.0,B/W,
2019-04-26,505,1900-01-01 16:41:00,Friday,Broadview and Simson,Investigation,4.0,8.0,S/B,8519.0
2019-04-26,512,1900-01-01 17:22:00,Friday,St Clair West Stn,Mechanical,66.0,70.0,E/B,
2019-04-26,504,1900-01-01 17:25:00,Friday,King / Atlantic,Mechanical,6.0,12.0,E/B,4410.0
2019-04-26,504,1900-01-01 17:46:00,Friday,King / Spadina,Mechanical,6.0,12.0,W/B,4573.0
2019-04-26,504,1900-01-01 19:01:00,Friday,Distillery Loop,Investigation,6.0,12.0,W/B,4417.0
2019-04-26,501,1900-01-01 20:03:00,Friday,Humber Loop Queensway,Investigation,8.0,18.0,W/B,4165.0
2019-04-26,501,1900-01-01 20:25:00,Friday,Queen Street,General Delay,5.0,10.0,B/W,4012.0
2019-04-27,504,1900-01-01 00:35:00,Saturday,Dufferin Loop,Investigation,35.0,44.0,E/B,4475.0
2019-04-27,505,1900-01-01 00:40:00,Saturday,Broadview Station,Emergency Services,8.0,16.0,E/B,1250.0
2019-04-27,504,1900-01-01 00:56:00,Saturday,Dufferin Loop,Mechanical,9.0,18.0,E/B,4486.0
2019-04-27,506,1900-01-01 02:18:00,Saturday,Main Station,Mechanical,9.0,18.0,E/B,4057.0
2019-04-27,501,1900-01-01 05:25:00,Saturday,Greenwood and Queen St.E,Mechanical,6.0,12.0,W/B,4179.0
2019-04-27,505,1900-01-01 05:28:00,Saturday,Broadview Station,Mechanical,10.0,20.0,W/B,8527.0
2019-04-27,505,1900-01-01 05:32:00,Saturday,Broadview Station,Mechanical,9.0,18.0,W/B,8331.0
2019-04-27,501,1900-01-01 06:05:00,Saturday,Queen/Church,Mechanical,6.0,12.0,E/B,4165.0
2019-04-27,510,1900-01-01 06:55:00,Saturday,Queens Quay Loop,Investigation,7.0,14.0,N/B,8380.0
2019-04-27,501,1900-01-01 08:42:00,Saturday,QUEEN/PARLIAMENT,Investigation,11.0,17.0,W/B,4156.0
2019-04-27,505,1900-01-01 09:42:00,Saturday,DWS,Mechanical,5.0,10.0,E/B,1231.0
2019-04-27,504,1900-01-01 10:01:00,Saturday,King at Simcoe,Mechanical,4.0,8.0,W/B,4522.0
2019-04-27,501,1900-01-01 11:39:00,Saturday,Cannaught/Queen,Held By,11.0,10.0,W/B,4135.0
2019-04-27,501,1900-01-01 11:50:00,Saturday,Queen/Roncesvalles,Emergency Services,5.0,10.0,W/B,4445.0
2019-04-27,501,1900-01-01 11:52:00,Saturday,Queen and Greenwood,Held By,8.0,8.0,W/B,4024.0
2019-04-27,501,1900-01-01 13:12:00,Saturday,Neville loop,Emergency Services,24.0,29.0,E/B,4079.0
2019-04-27,512,1900-01-01 13:40:00,Saturday,st clair station,General Delay,18.0,22.0,W/B,4462.0
2019-04-27,505,1900-01-01 13:43:00,Saturday,Dundas and Bay,General Delay,12.0,16.0,E/B,1250.0
2019-04-27,501,1900-01-01 13:46:00,Saturday,Kingston road and Queen,General Delay,5.0,10.0,W/B,4079.0
2019-04-27,504,1900-01-01 14:11:00,Saturday,Dufferin to Dundas West,General Delay,13.0,20.0,B/W,
2019-04-27,505,1900-01-01 16:24:00,Saturday,Dundas/Sackville,Mechanical,4.0,8.0,E/B,8540.0
2019-04-27,501,1900-01-01 16:25:00,Saturday,Humber loop,Emergency Services,5.0,10.0,W/B,4179.0
2019-04-27,506,1900-01-01 17:42:00,Saturday,Gerrard St East   Broadview,Mechanical,4.0,8.0,E/B,4180.0
2019-04-27,501,1900-01-01 17:59:00,Saturday,King and Queen,Mechanical,5.0,10.0,E/B,4150.0
2019-04-27,501,1900-01-01 19:12:00,Saturday,Woodbine and Queen,Mechanical,5.0,10.0,W/B,4146.0
2019-04-27,505,1900-01-01 19:22:00,Saturday,Dundas/Ontario,Investigation,4.0,8.0,W/B,8320.0
2019-04-27,512,1900-01-01 19:35:00,Saturday,St Clair at Christie,General Delay,7.0,13.0,W/B,4468.0
2019-04-27,501,1900-01-01 20:31:00,Saturday,Queen street,General Delay,10.0,15.0,B/W,4051.0
2019-04-27,512,1900-01-01 20:31:00,Saturday,St. Clair ave,General Delay,1.0,1.0,B/W,4468.0
2019-04-27,505,1900-01-01 20:49:00,Saturday,Roncesvalles and Dundas,Mechanical,5.0,10.0,W/B,8205.0
2019-04-27,510,1900-01-01 20:59:00,Saturday,Bay Station Tunnel and Queens Quay,Investigation,3.0,6.0,E/B,4488.0
2019-04-27,504,1900-01-01 21:32:00,Saturday,Queen and DVP,Mechanical,8.0,16.0,W/B,4415.0
2019-04-27,504,1900-01-01 21:57:00,Saturday,Bloor and Dundas,Emergency Services,5.0,13.0,E/B,4460.0
2019-04-27,506,1900-01-01 23:10:00,Saturday,Degrassi and Broadview,Diversion,229.0,236.0,B/W,4143.0
2019-04-27,510,1900-01-01 23:16:00,Saturday,Charlotte loop (King/Charlotte),Emergency Services,3.0,6.0,S/B,4488.0
2019-04-28,512,1900-01-01 01:17:00,Sunday,St Clair station,Emergency Services,21.0,31.0,E/B,4537.0
2019-04-28,504,1900-01-01 01:21:00,Sunday,Bathurst and King,Mechanical,5.0,10.0,E/B,4485.0
2019-04-28,501,1900-01-01 02:27:00,Sunday,Queen and York,Held By,15.0,24.0,E/B,4131.0
2019-04-28,306,1900-01-01 03:41:00,Sunday,Golfview and Gerrard,Mechanical,10.0,20.0,E/B,4077.0
2019-04-28,509,1900-01-01 06:02:00,Sunday,EXHIBITION LOOP,Mechanical,9.0,18.0,E/B,4529.0
2019-04-28,510,1900-01-01 06:22:00,Sunday,Spadina Station,Mechanical,5.0,10.0,S/B,1232.0
2019-04-28,504,1900-01-01 06:39:00,Sunday,King and Bathurst,Mechanical,10.0,20.0,W/B,4495.0
2019-04-28,501,1900-01-01 08:04:00,Sunday,Humber loop,Mechanical,4.0,14.0,E/B,4184.0
2019-04-28,510,1900-01-01 08:15:00,Sunday,Queens Quay,Held By,25.0,28.0,S/B,4467.0
2019-04-28,510,1900-01-01 08:16:00,Sunday,Spadina and Queens Quay,Investigation,29.0,38.0,E/B,4488.0
2019-04-28,510,1900-01-01 08:17:00,Sunday,Queens Quay,Investigation,23.0,26.0,EB,7922.0
2019-04-28,506,1900-01-01 08:25:00,Sunday,College Yonge,Held By,20.0,30.0,W/B,4192.0
2019-04-28,501,1900-01-01 09:55:00,Sunday,Queen/University,General Delay,10.0,15.0,W/B,4411.0
2019-04-28,504,1900-01-01 10:46:00,Sunday,Yonge,Emergency Services,7.0,14.0,W/B,4422.0
2019-04-28,501,1900-01-01 11:26:00,Sunday,Queen/church,Mechanical,12.0,20.0,E/B,4170.0
2019-04-28,501,1900-01-01 11:38:00,Sunday,Queen/Shaw,General Delay,22.0,28.0,E/B,4515.0
2019-04-28,511,1900-01-01 12:03:00,Sunday,Bathurst Station,Mechanical,5.0,10.0,N/B,1057.0
2019-04-28,501,1900-01-01 12:38:00,Sunday,Bay and Queen,General Delay,10.0,15.0,E/B,4190.0
2019-04-28,504,1900-01-01 12:54:00,Sunday,Dunedas West to Broadview STN,General Delay,30.0,20.0,E/B,4437.0
2019-04-28,509,1900-01-01 13:01:00,Sunday,CNE Loop,Held By,6.0,13.0,E/B,4420.0
2019-04-28,506,1900-01-01 13:30:00,Sunday,High Park Loop to Main Stn,General Delay,15.0,21.0,B/W,
2019-04-28,506,1900-01-01 14:41:00,Sunday,College & Spadina,Mechanical,33.0,41.0,W/B,4191.0
2019-04-28,512,1900-01-01 16:39:00,Sunday,St Clair/Lansdowne,Mechanical,0.0,0.0,E/B,4535.0
2019-04-28,504,1900-01-01 19:59:00,Sunday,King and Dufferin,Diversion,13.0,20.0,W/B,4448.0
2019-04-28,505,1900-01-01 22:17:00,Sunday,Dundas West  Station,Mechanical,5.0,10.0,E/B,9205.0
2019-04-29,510,1900-01-01 01:53:00,Monday,Queesnquey loop,Investigation,8.0,16.0,S/B,1320.0
2019-04-29,510,1900-01-01 04:35:00,Monday,Leslie Barns,Late Leaving Garage,6.0,12.0,W/B,4499.0
2019-04-29,512,1900-01-01 06:16:00,Monday,Bathurst and St Clair,Held By,0.0,0.0,E/B,4425.0
2019-04-29,512,1900-01-01 06:18:00,Monday,Bathurst and St Clair,Held By,0.0,0.0,W/B,4461.0
2019-04-29,506,1900-01-01 07:21:00,Monday,College Street West Major St,Mechanical,27.0,37.0,W/B,4079.0
2019-04-29,505,1900-01-01 08:19:00,Monday,DWS,Mechanical,5.0,10.0,E/B,8202.0
2019-04-29,501,1900-01-01 10:21:00,Monday,Queen and Leslie,Emergency Services,10.0,14.0,W/B,4001.0
2019-04-29,504,1900-01-01 10:29:00,Monday,King and Queen,Utilized Off Route,7.0,14.0,W/B,4413.0
2019-04-29,505,1900-01-01 11:35:00,Monday,Dundas West Station,Mechanical,4.0,8.0,E/B,8202.0
2019-04-29,505,1900-01-01 11:59:00,Monday,Victoria and Dundas,Emergency Services,4.0,8.0,E/B,8216.0
2019-04-29,506,1900-01-01 12:05:00,Monday,upper gerrard/woodbine,Investigation,45.0,50.0,E/B,4089.0
2019-04-29,505,1900-01-01 12:43:00,Monday,Yonge/Victoria/Dundas,General Delay,10.0,14.0,E/B,7948.0
2019-04-29,501,1900-01-01 14:36:00,Monday,queen/spadina,Held By,10.0,15.0,E/B,4511.0
2019-04-29,504,1900-01-01 14:53:00,Monday,Broadview/Queen,Utilized Off Route,3.0,9.0,W/B,4416.0
2019-04-29,511,1900-01-01 15:00:00,Monday,cne loop,Mechanical,4.0,8.0,N/B,1279.0
2019-04-29,504,1900-01-01 15:00:00,Monday,Leslie / Queen,Utilized Off Route,6.0,11.0,W/B,4437.0
2019-04-29,501,1900-01-01 16:38:00,Monday,lakeshore/silvermoon,Held By,45.0,55.0,B/W,4186.0
2019-04-29,504,1900-01-01 16:51:00,Monday,King/parliament,Held By,9.0,15.0,E/B,4441.0
2019-04-29,512,1900-01-01 17:29:00,Monday,Gunns Loop,Mechanical,7.0,14.0,E/B,4408.0
2019-04-29,504,1900-01-01 17:43:00,Monday,Dundas W. Stn to Broadview Stn,General Delay,9.0,15.0,B/W,
2019-04-29,501,1900-01-01 19:37:00,Monday,humber loop,Mechanical,5.0,10.0,E/B,4186.0
2019-04-29,501,1900-01-01 19:37:00,Monday,humber loop,Mechanical,5.0,15.0,E/B,4186.0
2019-04-29,504,1900-01-01 22:19:00,Monday,Disterilly loop,Emergency Services,22.0,30.0,S/B,4445.0
2019-04-29,512,1900-01-01 22:34:00,Monday,Lansdowne,Overhead - Pantograph,68.0,75.0,E/B,4424.0
2019-04-29,505,1900-01-01 23:31:00,Monday,Dundas West Stn,Mechanical,7.0,14.0,E/B,8322.0
2019-04-30,509,1900-01-01 00:13:00,Tuesday,Exhibition,Utilized Off Route,10.0,20.0,E/B,4495.0
2019-04-30,510,1900-01-01 04:35:00,Tuesday,Leslie Barns,Late Leaving Garage,5.0,1.0,W/B,4467.0
2019-04-30,506,1900-01-01 04:42:00,Tuesday,Coxwell Ave and Lower Gerrard,Late Leaving Garage,3.0,16.0,W/B,4164.0
2019-04-30,512,1900-01-01 04:59:00,Tuesday,Bathurst Station,Mechanical,5.0,10.0,E/B,4521.0
2019-04-30,501,1900-01-01 05:31:00,Tuesday,Queen St. E at Greenwood Ave.,Mechanical,5.0,10.0,W/B,4193.0
2019-04-30,509,1900-01-01 08:14:00,Tuesday,Union Station,Mechanical,1.0,1.0,W/B,4504.0
2019-04-30,512,1900-01-01 09:23:00,Tuesday,Caledonia And St Clair,Mechanical,1.0,1.0,W/B,4462.0
2019-04-30,505,1900-01-01 09:30:00,Tuesday,Sherbourne,Investigation,5.0,10.0,W/B,8206.0
2019-04-30,509,1900-01-01 11:55:00,Tuesday,Rees st and Queen's Quey,Mechanical,7.0,14.0,W/B,4457.0
2019-04-30,505,1900-01-01 12:06:00,Tuesday,University and Dundas,General Delay,10.0,14.0,E/B,8117.0
2019-04-30,501,1900-01-01 12:07:00,Tuesday,Humber loop,Mechanical,9.0,18.0,E/B,4439.0
2019-04-30,501,1900-01-01 12:58:00,Tuesday,Queen and Shaw,Mechanical,5.0,9.0,E/B,4135.0
2019-04-30,501,1900-01-01 13:18:00,Tuesday,Queen and Connaught,Mechanical,5.0,9.0,E/B,4145.0
2019-04-30,503,1900-01-01 15:12:00,Tuesday,Birchmount Div,Mechanical,9.0,18.0,W/B,7954.0
2019-04-30,505,1900-01-01 15:15:00,Tuesday,Broadview and Gerrard,Investigation,4.0,8.0,S/B,8932.0
2019-04-30,504,1900-01-01 15:15:00,Tuesday,King and Spadina,General Delay,8.0,7.0,B/W,4449.0
2019-04-30,501,1900-01-01 16:16:00,Tuesday,Neville Loop,Mechanical,5.0,9.0,,4145.0
2019-04-30,503,1900-01-01 16:39:00,Tuesday,King and Church,Utilized Off Route,12.0,24.0,W/B,7951.0
2019-04-30,705,1900-01-01 17:36:00,Tuesday,Queen and Sherbourne,Investigation,5.0,9.0,W/B,4001.0
2019-04-30,505,1900-01-01 18:11:00,Tuesday,McCaul and Dundas,Investigation,4.0,8.0,W/B,7945.0
2019-04-30,510,1900-01-01 21:46:00,Tuesday,Spadna Stn,Emergency Services,9.0,18.0,N/B,4467.0
2019-04-30,506,1900-01-01 23:15:00,Tuesday,Dundas and Howard Park,Investigation,21.0,29.0,E/B,4123.0
2019-05-01,301,1900-01-01 00:59:00,Wednesday,Barthurst and Queen,Investigation,20.0,29.0,E/B,4519.0
2019-05-01,304,1900-01-01 03:00:00,Wednesday,Bathurst and King,Emergency Services,40.0,70.0,E/B,4486.0
2019-05-01,512,1900-01-01 05:01:00,Wednesday,Bathurst and St Clair,Overhead - Pantograph,0.0,0.0,E/B,4462.0
2019-05-01,306,1900-01-01 05:05:00,Wednesday,College and Dundas,Investigation,29.0,44.0,E/B,4164.0
2019-05-01,512,1900-01-01 05:08:00,Wednesday,Bathurst and St Clair,Held By,0.0,0.0,E/B,4518.0
2019-05-01,506,1900-01-01 05:25:00,Wednesday,College and Dundas,Investigation,9.0,12.0,E/B,4103.0
2019-05-01,505,1900-01-01 05:26:00,Wednesday,DWS,Mechanical,7.0,14.0,E/B,8129.0
2019-05-01,501,1900-01-01 06:00:00,Wednesday,Humber Loop,Emergency Services,6.0,12.0,W/B,4030.0
2019-05-01,510,1900-01-01 06:13:00,Wednesday,King Street,Mechanical,8.0,16.0,N/B,4417.0
2019-05-01,504,1900-01-01 07:13:00,Wednesday,Distillry Loop,Investigation,23.0,28.0,N/B,4423.0
2019-05-01,510,1900-01-01 07:40:00,Wednesday,King Street,Mechanical,4.0,8.0,S/B,4457.0
2019-05-01,504,1900-01-01 08:03:00,Wednesday,Charolette loop,Mechanical,5.0,10.0,E/B,4423.0
2019-05-01,512,1900-01-01 08:21:00,Wednesday,SC/Vaughan rd,Held By,20.0,26.0,E/B,4483.0
2019-05-01,506,1900-01-01 09:01:00,Wednesday,Howard Park and indian Rd.,Held By,8.0,12.0,E/B,4053.0
2019-05-01,506,1900-01-01 09:06:00,Wednesday,College Street,General Delay,5.0,10.0,B/W,4103.0
2019-05-01,512,1900-01-01 09:55:00,Wednesday,SC/Russel Hill,Mechanical,72.0,82.0,E/B,4483.0
2019-05-01,511,1900-01-01 10:26:00,Wednesday,Bathurst street,General Delay,4.0,8.0,B/W,1120.0
2019-05-01,501,1900-01-01 11:04:00,Wednesday,McCaul,Investigation,7.0,14.0,W/B,4125.0
2019-05-01,504,1900-01-01 11:30:00,Wednesday,Charolette Loop,Mechanical,7.0,14.0,W/B,4416.0
2019-05-01,501,1900-01-01 13:21:00,Wednesday,Queen and Caroline,Mechanical,5.0,9.0,E/B,4111.0
2019-05-01,511,1900-01-01 13:44:00,Wednesday,Bathurst Stn,Mechanical,6.0,12.0,S/B,1096.0
2019-05-01,502,1900-01-01 13:47:00,Wednesday,Bingham Loop,Mechanical,12.0,24.0,,9231.0
2019-05-01,501,1900-01-01 14:00:00,Wednesday,Queen and Triller,Mechanical,18.0,22.0,W/B,4420.0
2019-05-01,505,1900-01-01 14:15:00,Wednesday,dundas/spadina,Mechanical,5.0,10.0,E/B,1285.0
2019-05-01,505,1900-01-01 14:15:00,Wednesday,dundas west station,Mechanical,4.0,8.0,E/B,8145.0
2019-05-01,510,1900-01-01 15:30:00,Wednesday,spadina station,Mechanical,4.0,8.0,S/B,4402.0
2019-05-01,501,1900-01-01 15:30:00,Wednesday,Queen route from Humber to Neville,General Delay,10.0,8.0,,
2019-05-01,505,1900-01-01 15:45:00,Wednesday,dundas/victoria,Investigation,4.0,8.0,W/B,9204.0
2019-05-01,503,1900-01-01 15:57:00,Wednesday,Birchmount Garage,Mechanical,9.0,18.0,W/B,9207.0
2019-05-01,501,1900-01-01 17:24:00,Wednesday,Long Branch Loop,Mechanical,10.0,20.0,,4079.0
2019-05-01,505,1900-01-01 17:25:00,Wednesday,dundas/bay,Investigation,4.0,8.0,W/B,7948.0
2019-05-01,512,1900-01-01 17:47:00,Wednesday,St. Clair and Silverthorn,Overhead - Pantograph,50.0,53.0,W/B,4528.0
2019-05-01,504,1900-01-01 17:51:00,Wednesday,King and Spadina,General Delay,7.0,8.0,B/W,4449.0
2019-05-01,505,1900-01-01 18:00:00,Wednesday,bay to sherborne,Held By,18.0,23.0,E/B,8949.0
2019-05-01,504,1900-01-01 18:02:00,Wednesday,King / Dufferin,Held By,5.0,10.0,W/B,4535.0
2019-05-01,502,1900-01-01 18:14:00,Wednesday,Queen and Bay,Investigation,12.0,24.0,W/B,8499.0
2019-05-01,505,1900-01-01 18:25:00,Wednesday,dundas/sterlling,Mechanical,4.0,8.0,E/B,8357.0
2019-05-01,506,1900-01-01 18:50:00,Wednesday,College and Bay,Investigation,6.0,12.0,E/B,4048.0
2019-05-01,504,1900-01-01 19:23:00,Wednesday,Dufferin and King,Investigation,7.0,14.0,E/B,4430.0
2019-05-01,505,1900-01-01 19:30:00,Wednesday,broadview station,Mechanical,5.0,10.0,E/B,8160.0
2019-05-01,505,1900-01-01 20:10:00,Wednesday,broadview station,Utilized Off Route,6.0,12.0,W/B,8324.0
2019-05-01,505,1900-01-01 23:18:00,Wednesday,Dundas and Parliament,Mechanical,8.0,16.0,E/B,8315.0
2019-05-01,506,1900-01-01 23:30:00,Wednesday,Gerrard and Greenwood,Investigation,17.0,28.0,E/B,4132.0
2019-05-02,504,1900-01-01 01:06:00,Thursday,King and Church,Investigation,18.0,28.0,W/B,4430.0
2019-05-02,504,1900-01-01 01:36:00,Thursday,SPADINA AND KING,Held By,4.0,14.0,SB,4461.0
2019-05-02,304,1900-01-01 02:28:00,Thursday,Dundas west station,Mechanical,15.0,30.0,N/B,4486.0
2019-05-02,501,1900-01-01 02:57:00,Thursday,Neville Loop,Emergency Services,9.0,18.0,W/B,4524.0
2019-05-02,304,1900-01-01 04:21:00,Thursday,King/Yonge,Investigation,12.0,27.0,W/B,4414.0
2019-05-02,506,1900-01-01 06:32:00,Thursday,Broadview and Gerrard,Mechanical,5.0,10.0,W/B,4085.0
2019-05-02,506,1900-01-01 08:32:00,Thursday,College St,General Delay,5.0,10.0,B/W,506.0
2019-05-02,511,1900-01-01 10:59:00,Thursday,Bathurst and Adelaide,General Delay,4.0,10.0,B/W,1059.0
2019-05-02,505,1900-01-01 11:29:00,Thursday,Broadview Station,Mechanical,4.0,8.0,E/B,8104.0
2019-05-02,504,1900-01-01 11:53:00,Thursday,King and Bathurst,Mechanical,7.0,14.0,E/B,4419.0
2019-05-02,504,1900-01-01 12:02:00,Thursday,Dufferin Loop,Emergency Services,29.0,38.0,W/B,4433.0
2019-05-02,506,1900-01-01 12:43:00,Thursday,College & University,Held By,11.0,16.0,W/B,4042.0
2019-05-02,501,1900-01-01 13:45:00,Thursday,Queen and Carlaw,Mechanical,5.0,9.0,E/B,4141.0
2019-05-02,503,1900-01-01 16:32:00,Thursday,Birchmount Garage,Mechanical,9.0,18.0,E/B,8538.0
2019-05-02,501,1900-01-01 16:38:00,Thursday,Queen route - Humber to Neville,General Delay,10.0,8.0,,
2019-05-02,502,1900-01-01 16:48:00,Thursday,Queen and Broadview,Investigation,12.0,24.0,E/B,8516.0
2019-05-02,504,1900-01-01 17:50:00,Thursday,King and Spadina,General Delay,9.0,8.0,B/W,4466.0
2019-05-02,512,1900-01-01 18:14:00,Thursday,St Clair/Vaughan,Investigation,5.0,9.0,E/B,4474.0
